username,time,date,post,query
@serisjb,16:50:23,2024-05-30,these celebrities are sharing donation links but are they ever donating? they're so rich but it seems like they're the people who don't do it at all.,celebrities
@0xForm,16:50:19,2024-05-30,SocialFi  celebrities,celebrities
@zennymovietalks,16:50:11,2024-05-30,"Glen Powell Says He Wants to Do a ""Wild Take"" on Batman; Reveals the Marvel and Star Wars Roles He Lost — GeekTyrant 
#usa #uk #LosAngeles #NBAFreeAgency #UFCVegas76 #movies #Webseries #Celebrity #viral #fun #brazil 
For Detail https://dev-firstshowing.pantheonsite.io/2024/05/30/glen-powell-says-he-wants-to-do-a-wild-take-on-batman-reveals-the-marvel-and-star-wars-roles-he-lost-geektyrant/?feed_id=1321&_unique_id=6658ae429a8a5…",celebrities
@CaptnSlapNTckle,16:50:09,2024-05-30,Do celebrities' know that no one ACTUALLY listens to them? Especially on foreign policies.,celebrities
@rwenning56,16:50:00,2024-05-30,Trump's use of the n-word can likely be corroborated by Noel Casler who has been publicly talking about his time on Celebrity Apprentice for years.,celebrities
@JkIamJk1,16:49:57,2024-05-30,"Selena has done a lot more than MANY celebrities  But I’m saying this as a selenator, she needs to do a bit more. She is the most followed woman on insta and being that means she has a responsibility to educate her followers on world issues",celebrities
@Bold_Princee,16:49:57,2024-05-30,All these celebrity coins sef,celebrities
@LDrogen,16:49:53,2024-05-30,The real take here is that celeb coins can be great but they require making the coins explicit securities so that you can buy a stream of income from the celebrity,celebrities
@karawan_ken,16:49:51,2024-05-30,"Unlike Judge Judy, who went about becoming a celebrity the respectful way, their mamas told them they had a face for radio and took that to heart.",celebrities
@SaimohanDhfm,16:49:47,2024-05-30,Celebrity Reach,celebrities
@CosmicAdonis,16:49:44,2024-05-30,Name 1 coin or NFT a celebrity officially endorsed that didn’t crash fast or rug?,celebrities
@WhosTalkingHere,16:49:41,2024-05-30,"It’s not even about being rude re: a celebrity. It’s just being unnecessarily rude to someone online. I guess that’s the name of the game here, but it just shows an ugly personality. I guess good luck in your endeavors.",celebrities
@Freedom_4_Thee2,16:49:33,2024-05-30,Do you support mentally ill naked men in womens bathrooms? I don't think you do. I would give @PlanetFitness their check back for your celebrity endorsement and issue an apology.,celebrities
@mancunianmedic,16:49:24,2024-05-30,"And...they have a ""who do you trust""? poll readers are asked: Sunak Vs Starmer

""who would win celebrity masterchef?""
""who would win I',m a celebrity""
""who could change a tyre/assemble flat pack furniture?""
""who would buy a first round""
""who would pay back some money you'd lent?""",celebrities
@brittyates0825,16:49:20,2024-05-30,"People with huge platforms, huge followings and with this amount of influence should speak up. Celebrities should be held accountable. Stop bashing people who want celebrities to speak up.",celebrities
@AshaFlingai,16:49:19,2024-05-30,"But for the book itself, it looks like I’m pulling random people off the street and paying for a photo. There’s no way to get all these celebrities.",celebrities
@NFTTrader14,16:49:16,2024-05-30,WHEN are people gonna learn!?!? EVERY CELEBRITY TOKEN GOES TO $0 every single one!!,celebrities
@rboblee,16:49:14,2024-05-30,Reposting. Meanwhile: Write a book. Make a movie. Travel to Cannes to bask in sun surrounded by celebrities. May 2025?,celebrities
@sunflwrsoojin,16:49:11,2024-05-30,"like ""wow hes so brave for speaking out!"" he said one word and you dont know that its referencing what you want it to be. maybe so and that would be great but i just find it odd, like i think some of you are doing too much to idolize celebrities here",celebrities
@thisadamisbald,16:49:08,2024-05-30,"Soon every celebrity will start launching their own memecoins 
@ZentryHQ $ZENT #Zentry $OO $LINGO $QBITZ",celebrities
@iamZiggiZugga,16:49:07,2024-05-30,"""Tay Grin is the only celebrity that we have"". Hard to argue against this.",celebrities
@TippedI34031,16:49:05,2024-05-30,#Celebrities are a significant contributor to the destruction of humanity.,celebrities
@BootySweatQueen,16:49:05,2024-05-30,"$churro is about to be the one you wish you got in earlier , don’t let the celebrities fool you with theirs 

$bold $shib $pepe $btc $mother $maga $dog $cat",celebrities
@_omondo_,16:49:00,2024-05-30,"I just spun mace in the school talent show so now I’m a middle school celebrity

Get in line for autographs, plebes.",celebrities
@hy09jlr,16:48:57,2024-05-30,I don't think so it would be murky via the consortium model alongside 49ers commercial agreements and celebrity endorsements - unless they try phase a total buy out but Paraag gets the club so doubt it,celebrities
@Adewalemickey,16:48:41,2024-05-30,Celebrities should place it under a microscope and consider the future outcomes as well.,celebrities
@__LiveLaughLina,16:48:40,2024-05-30,Oud satin mood smell so good.,celebrities
@Jason9877471569,16:48:35,2024-05-30,"Illuminati celebrities/ Actwhores/freemason inverted puppets 

EMMA ELLINGSEN.    MTF",celebrities
@iSunnysidhu,16:48:34,2024-05-30,He always stand with people who need help .During 2014 when no celebrity come with Bhagwant mann he do road show for him.But in his tenure he face investigation for that which is no link with him.,celebrities
@Lgrng0,16:48:33,2024-05-30,What happened after WWII Eliezer?,celebrities
@cgyodial,16:48:30,2024-05-30,Can we direct the attention back to the voices of Palestinians instead of focusing on what celebrities are doing? Like amplify Palestinian  pop stars so streams can go directly to their pockets,celebrities
@Celebritygenie,16:48:30,2024-05-30,Same goes with me too.,celebrities
@Its_meher17,16:48:29,2024-05-30,they dont need to create hungamas as you said they are celebrities so they value our emotions and please apko itni problem ha to create your own acc you dont deserve this,celebrities
@supermassey69,16:48:29,2024-05-30,"You do realize Trump was a celebrity before he became president, right?
Maybe that’s why you are shocked.",celebrities
@CHINNA745,16:48:23,2024-05-30,Need new friends in twitter Old ones became celebrities. Anyone ? ,celebrities
@divyagarwal09,16:48:23,2024-05-30,"It doesn't matter how many moots we have, but if we have a platform to raise our voice and take a stand against inhumanity, we definitely should. We don't need to be a celebrity to spread awareness, we can also influence people around us.

Our one tweet can make a big difference.",celebrities
@meekajjj,16:48:19,2024-05-30,My celebrity bestie will definitely be Dreka Gates!,celebrities
@twitchejnave,16:48:10,2024-05-30,"bro i don’t think posting yourself often as social media when you are a celebrity is evident of him having an ego, as mentioned, he likely doesn’t even run his social media & this is a normal thing",celebrities
@ronnstoppabble,16:48:09,2024-05-30,"I brought up JT because she’s another celebrity that be calling black girls ugly, you asking me something that I never even talked about so yes you’re mad",celebrities
@cabron52,16:48:08,2024-05-30,All the people who worship political celebrities like the criminal trump have absolutely nothing going for them in their own personal lives and do not have the ability to problem solve reality. It’s probably the same situation for those connected to them.,celebrities
@jiwoowithluv,16:48:07,2024-05-30,my tummy hurts i’m honestly so confused … even the most useless celebrities posted that god awful ai pic (which i hate but like i fucking guess),celebrities
